work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Computer Vision Engineer,175000,USD,175000,US,0,US,M
2023,SE,FT,Data Analyst,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Analyst,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Engineer,50000,USD,50000,US,0,US,M
2023,EX,FT,Data Manager,80000,USD,80000,US,0,US,M
2023,EX,FT,Data Manager,70000,USD,70000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,254000,USD,254000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2023,EN,FT,Data Engineer,130916,USD,130916,US,0,US,M
2023,EN,FT,Data Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Applied Scientist,218213,USD,218213,US,100,US,M
2023,SE,FT,Applied Scientist,178538,USD,178538,US,100,US,M
2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Data Scientist,316000,USD,316000,US,0,US,M
2023,SE,FT,Data Scientist,202000,USD,202000,US,0,US,M
2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Data Scientist,189750,USD,189750,US,100,US,M
2023,SE,FT,Data Scientist,119213,USD,119213,US,100,US,M
2023,SE,FT,Analytics Engineer,162000,USD,162000,US,0,US,M
2023,SE,FT,Analytics Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Visualization Specialist,170200,USD,170200,US,0,US,M
2023,SE,FT,Data Visualization Specialist,83900,USD,83900,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,0,US,L
2023,SE,FT,Business Intelligence Engineer,104300,USD,104300,US,0,US,L
2023,SE,FT,Machine Learning Engineer,250944,USD,250944,US,100,US,M
2023,SE,FT,Machine Learning Engineer,205318,USD,205318,US,100,US,M
2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Data Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Data Scientist,114000,USD,114000,US,0,US,M
2023,SE,FT,Data Scientist,218213,USD,218213,US,100,US,M
2023,SE,FT,Data Scientist,178538,USD,178538,US,100,US,M
2023,SE,FT,Research Scientist,240000,USD,240000,US,0,US,M
2023,SE,FT,Research Scientist,163200,USD,163200,US,0,US,M
2023,SE,FT,Machine Learning Engineer,258800,USD,258800,US,0,US,M
2023,SE,FT,Machine Learning Engineer,199200,USD,199200,US,0,US,M
2023,SE,FT,Data Scientist,215625,USD,215625,US,100,US,M
2023,SE,FT,Data Scientist,159375,USD,159375,US,100,US,M
2023,MI,FT,ML Engineer,155000,USD,155000,US,0,US,M
2023,MI,FT,ML Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,234000,USD,234000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,208000,USD,208000,US,100,US,M
2023,SE,FT,Research Engineer,203000,USD,203000,US,0,US,M
2023,SE,FT,Research Engineer,133000,USD,133000,US,0,US,M
2023,SE,FT,Data Science Manager,272400,USD,272400,US,0,US,L
2023,SE,FT,Data Science Manager,140100,USD,140100,US,0,US,L
2023,SE,FT,Data Engineer,282000,USD,282000,US,0,US,M
2023,SE,FT,Data Engineer,208000,USD,208000,US,0,US,M
2023,SE,FT,Data Analyst,93919,USD,93919,US,100,US,M
2023,SE,FT,Data Analyst,51962,USD,51962,US,100,US,M
2023,SE,FT,Data Scientist,211000,USD,211000,US,100,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2023,SE,FT,BI Analyst,118800,USD,118800,US,100,US,M
2023,SE,FT,BI Analyst,75000,USD,75000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,159350,USD,159350,US,0,US,M
2023,SE,FT,Machine Learning Engineer,130100,USD,130100,US,0,US,M
2023,SE,FT,Data Scientist,262000,USD,262000,US,100,US,M
2023,SE,FT,Data Scientist,245000,USD,245000,US,100,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
2023,SE,FT,Analytics Engineer,205218,USD,205218,US,0,US,M
2023,SE,FT,Analytics Engineer,136743,USD,136743,US,0,US,M
2023,SE,FT,Research Analyst,185000,USD,185000,US,0,US,L
2023,SE,FT,Research Analyst,94600,USD,94600,US,0,US,L
2023,SE,FT,Research Analyst,160000,USD,160000,US,0,US,M
2023,SE,FT,Research Analyst,107000,USD,107000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,264400,USD,264400,US,100,US,M
2023,SE,FT,Machine Learning Engineer,176300,USD,176300,US,100,US,M
2023,SE,FT,Research Analyst,160000,USD,160000,US,0,US,M
2023,SE,FT,Research Analyst,107000,USD,107000,US,0,US,M
2023,SE,FT,Research Scientist,275000,USD,275000,US,0,US,M
2023,SE,FT,Research Scientist,175000,USD,175000,US,0,US,M
2023,EN,FT,ML Engineer,76000,USD,76000,US,0,US,L
2023,EN,FT,Data Analyst,80800,USD,80800,US,0,US,M
2023,EN,FT,Data Analyst,53800,USD,53800,US,0,US,M
2023,MI,FT,Business Intelligence Analyst,150000,USD,150000,US,0,US,M
2023,MI,FT,Business Intelligence Analyst,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2023,SE,FT,Data Engineer,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,Data Scientist,169500,USD,169500,US,100,US,M
2023,SE,FT,Data Scientist,138000,USD,138000,US,100,US,M
2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M
2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M
2023,MI,FT,AI Engineer,180000,USD,180000,US,0,US,M
2023,MI,FT,AI Engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,125000,USD,125000,US,100,US,M
2023,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,100,US,M
2023,SE,FT,Data Science Manager,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Science Manager,198200,USD,198200,US,100,US,M
2023,SE,FT,Data Scientist,204500,USD,204500,US,0,US,M
2023,SE,FT,Data Scientist,138900,USD,138900,US,0,US,M
2023,SE,FT,Data Manager,110400,USD,110400,US,0,US,M
2023,SE,FT,Data Manager,68000,USD,68000,US,0,US,M
2023,MI,FT,Data Scientist,260600,USD,260600,US,0,US,M
2023,MI,FT,Data Scientist,170500,USD,170500,US,0,US,M
2023,EN,FT,Data Integration Specialist,63750,USD,63750,US,100,US,M
2023,EN,FT,Data Integration Specialist,46400,USD,46400,US,100,US,M
2023,SE,FT,Data Scientist,214872,USD,214872,US,100,US,M
2023,SE,FT,Data Scientist,186846,USD,186846,US,100,US,M
2023,MI,FT,Data Analyst,95000,USD,95000,US,0,US,M
2023,MI,FT,Data Analyst,70600,USD,70600,US,0,US,M
2023,MI,FT,Data Analyst,149500,USD,149500,US,100,US,M
2023,MI,FT,Data Analyst,127075,USD,127075,US,100,US,M
2023,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M
2023,SE,FT,Data Engineer,111000,USD,111000,US,100,US,M
2023,SE,FT,Machine Learning Scientist,280000,USD,280000,US,100,US,M
2023,SE,FT,Machine Learning Scientist,182750,USD,182750,US,100,US,M
2023,SE,FT,Research Scientist,212800,USD,212800,US,0,US,L
2023,SE,FT,Research Scientist,124100,USD,124100,US,0,US,L
2023,SE,FT,Research Engineer,196000,USD,196000,US,0,US,M
2023,SE,FT,Research Engineer,142600,USD,142600,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,US,0,US,L
2023,SE,FT,Data Architect,193000,USD,193000,US,100,US,M
2023,SE,FT,Data Architect,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M
2023,MI,FT,Data Engineer,103000,USD,103000,US,0,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
2023,EX,FT,Data Engineer,250000,USD,250000,US,0,US,M
2023,EX,FT,Data Engineer,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,Data Engineer,205000,USD,205000,US,0,US,M
2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M
2023,SE,FT,Data Scientist,202600,USD,202600,US,100,US,M
2023,SE,FT,Data Scientist,168800,USD,168800,US,100,US,M
2023,SE,FT,Data Scientist,164000,USD,164000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2023,SE,FT,Machine Learning Engineer,297300,USD,297300,US,100,US,M
2023,SE,FT,Machine Learning Engineer,198200,USD,198200,US,100,US,M
2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,156000,USD,156000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,205000,USD,205000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,152000,USD,152000,US,0,US,M
2023,SE,FT,Data Science Practitioner,196500,USD,196500,US,0,US,M
2023,SE,FT,Data Science Practitioner,97300,USD,97300,US,0,US,M
2023,SE,FT,Machine Learning Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,0,US,M
2023,SE,FT,Applied Scientist,216000,USD,216000,US,100,US,M
2023,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,227700,USD,227700,US,100,US,M
2023,SE,FT,Machine Learning Engineer,154836,USD,154836,US,100,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,MI,FT,Machine Learning Engineer,285000,USD,285000,US,0,US,L
2023,MI,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,L
2023,MI,FT,Research Scientist,405000,USD,405000,US,0,US,L
2023,MI,FT,Research Scientist,270000,USD,270000,US,0,US,L
2023,MI,FT,Data Engineer,214300,USD,214300,US,0,US,M
2023,MI,FT,Data Engineer,108500,USD,108500,US,0,US,M
2023,MI,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M
2023,MI,FT,Data Science Engineer,130000,USD,130000,US,100,US,M
2023,MI,FT,Data Science Engineer,113000,USD,113000,US,100,US,M
2023,SE,FT,Data Scientist,194500,USD,194500,US,0,US,M
2023,SE,FT,Data Scientist,110250,USD,110250,US,0,US,M
2023,SE,FT,Data Scientist,295000,USD,295000,US,0,US,M
2023,SE,FT,Data Scientist,177300,USD,177300,US,0,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
2023,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M
2023,EN,FT,Data Engineer,220000,USD,220000,US,0,US,M
2023,EN,FT,Data Engineer,187000,USD,187000,US,0,US,M
2023,EX,FT,Director of Data Science,353200,USD,353200,US,0,US,M
2023,EX,FT,Director of Data Science,249300,USD,249300,US,0,US,M
2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2023,SE,FT,Data Analyst,79000,USD,79000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,214500,USD,214500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,132600,USD,132600,US,0,US,M
2023,SE,FT,Data Engineer,131000,USD,131000,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Scientist,153600,USD,153600,US,0,US,M
2023,SE,FT,Data Scientist,106800,USD,106800,US,0,US,M
2023,SE,FT,Applied Scientist,220000,USD,220000,US,100,US,M
2023,SE,FT,Applied Scientist,163000,USD,163000,US,100,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,107400,USD,107400,US,0,US,M
2023,SE,FT,Data Scientist,101500,USD,101500,US,0,US,M
2023,EX,FT,Data Manager,80000,USD,80000,US,0,US,M
2023,EX,FT,Data Manager,70000,USD,70000,US,0,US,M
2023,MI,FT,Research Scientist,300000,USD,300000,US,0,US,M
2023,MI,FT,Research Scientist,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Architect,175000,USD,175000,US,100,US,M
2023,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Scientist,164000,USD,164000,US,0,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Scientist,300000,USD,300000,US,0,US,M
2023,SE,FT,Data Scientist,211000,USD,211000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,276000,USD,276000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,0,US,M
2023,MI,FT,Data Analyst,115000,USD,115000,US,100,US,M
2023,MI,FT,Data Analyst,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Engineer,139810,USD,139810,US,0,US,M
2023,SE,FT,Data Engineer,95325,USD,95325,US,0,US,M
2023,SE,FT,Data Analyst,167000,USD,167000,US,0,US,M
2023,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Engineer,144000,USD,144000,US,0,US,M
2023,SE,FT,Data Engineer,96000,USD,96000,US,0,US,M
2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,Analytics Engineer,145000,USD,145000,US,100,US,M
2023,SE,FT,Analytics Engineer,116000,USD,116000,US,100,US,M
2023,SE,FT,Data Scientist,161000,USD,161000,US,0,US,M
2023,SE,FT,Data Scientist,116300,USD,116300,US,0,US,M
2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Architect,175564,USD,175564,US,100,US,M
2023,SE,FT,Data Architect,144854,USD,144854,US,100,US,M
2023,SE,FT,Machine Learning Engineer,225000,USD,225000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M
2023,SE,FT,Analytics Engineer,190000,USD,190000,US,0,US,M
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,225000,USD,225000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,166000,USD,166000,US,0,US,M
2023,SE,FT,Data Scientist,151300,USD,151300,US,100,US,M
2023,SE,FT,Data Scientist,126100,USD,126100,US,100,US,M
2023,SE,FT,Research Engineer,190000,USD,190000,US,0,US,M
2023,SE,FT,Research Engineer,152000,USD,152000,US,0,US,M
2023,SE,FT,Data Scientist,202600,USD,202600,US,100,US,M
2023,SE,FT,Data Scientist,168800,USD,168800,US,100,US,M
2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
2023,EX,FT,Data Analyst,180000,USD,180000,US,100,US,M
2023,EX,FT,Data Analyst,125000,USD,125000,US,100,US,M
2023,SE,FT,Business Intelligence Analyst,113000,USD,113000,US,0,US,M
2023,SE,FT,Business Intelligence Analyst,90400,USD,90400,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,204300,USD,204300,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,139000,USD,139000,US,0,US,M
2023,SE,FT,Data Engineer,282000,USD,282000,US,0,US,M
2023,SE,FT,Data Engineer,208000,USD,208000,US,0,US,M
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Engineer,124000,USD,124000,US,0,US,M
2023,SE,FT,Research Scientist,240000,USD,240000,US,0,US,M
2023,SE,FT,Research Scientist,157000,USD,157000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,212800,USD,212800,US,0,US,L
2023,SE,FT,Machine Learning Engineer,111600,USD,111600,US,0,US,L
2023,SE,FT,Data Architect,183000,USD,183000,US,0,US,M
2023,SE,FT,Data Architect,147000,USD,147000,US,0,US,M
2023,SE,FT,Data Engineer,169000,USD,169000,US,0,US,M
2023,SE,FT,Data Engineer,91000,USD,91000,US,0,US,M
2023,SE,FT,Data Architect,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Architect,160000,USD,160000,US,0,US,M
2023,MI,FT,Data Analyst,70900,USD,70900,US,0,US,M
2023,MI,FT,Data Analyst,49000,USD,49000,US,0,US,M
2023,SE,FT,Data Architect,193000,USD,193000,US,0,US,M
2023,SE,FT,Data Architect,128000,USD,128000,US,0,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,0,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M
2023,MI,FT,Data Engineer,103000,USD,103000,US,0,US,M
2023,SE,FT,Data Analyst,93918,USD,93918,US,0,US,M
2023,SE,FT,Data Analyst,51962,USD,51962,US,0,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,215000,USD,215000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,EX,FT,Data Engineer,174500,USD,174500,US,0,US,M
2023,EX,FT,Data Engineer,113000,USD,113000,US,0,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
2023,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,202000,USD,202000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Science Manager,204000,USD,204000,US,100,US,M
2023,SE,FT,Data Science Manager,127500,USD,127500,US,100,US,M
2023,SE,FT,Data Analyst,145500,USD,145500,US,0,US,M
2023,SE,FT,Data Analyst,108000,USD,108000,US,0,US,M
2023,SE,FT,Data Engineer,206000,USD,206000,US,100,US,M
2023,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M
2023,SE,FT,Data Analyst,122500,USD,122500,US,100,US,M
2023,SE,FT,Data Analyst,82500,USD,82500,US,100,US,M
2023,SE,FT,Data Manager,110400,USD,110400,US,0,US,M
2023,SE,FT,Data Manager,68000,USD,68000,US,0,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
2023,SE,FT,Data Analyst,75000,USD,75000,US,0,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,MI,FT,Data Analyst,130000,USD,130000,US,0,US,M
2023,MI,FT,Data Analyst,105000,USD,105000,US,0,US,M
2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M
2023,MI,FT,Data Engineer,103000,USD,103000,US,0,US,M
2023,MI,FT,Director of Data Science,217000,USD,217000,US,0,US,M
2023,MI,FT,Director of Data Science,192000,USD,192000,US,0,US,M
2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2023,SE,FT,Data Specialist,90000,USD,90000,US,0,US,M
2023,SE,FT,Data Specialist,60000,USD,60000,US,0,US,M
2023,SE,FT,AI Engineer,350000,USD,350000,US,0,US,M
2023,SE,FT,AI Engineer,168000,USD,168000,US,0,US,M
2023,SE,FT,Data Science Manager,234900,USD,234900,US,0,US,M
2023,SE,FT,Data Science Manager,113500,USD,113500,US,0,US,M
2023,SE,FT,Data Engineer,385000,USD,385000,US,0,US,M
2023,SE,FT,Data Engineer,245000,USD,245000,US,0,US,M
2023,SE,FT,Data Engineer,255000,USD,255000,US,0,US,M
2023,SE,FT,Data Engineer,255000,USD,255000,US,0,US,M
2023,SE,FT,Data Visualization Engineer,170200,USD,170200,US,0,US,M
2023,SE,FT,Data Visualization Engineer,83900,USD,83900,US,0,US,M
2023,SE,FT,Data Science Practitioner,170200,USD,170200,US,0,US,M
2023,SE,FT,Data Science Practitioner,83900,USD,83900,US,0,US,M
2023,SE,FT,Data Engineer,202500,USD,202500,US,0,US,M
2023,SE,FT,Data Engineer,177500,USD,177500,US,0,US,M
2023,SE,FT,Data Scientist,308000,USD,308000,US,0,US,M
2023,SE,FT,Data Scientist,144000,USD,144000,US,0,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M
2023,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
2023,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Data Manager,145000,USD,145000,US,0,US,M
2023,SE,FT,Data Manager,130000,USD,130000,US,0,US,M
2023,SE,FT,Data Modeler,155000,USD,155000,US,100,US,L
2023,SE,FT,Data Modeler,130000,USD,130000,US,100,US,L
2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2023,SE,FT,AI Engineer,170200,USD,170200,US,0,US,M
2023,SE,FT,AI Engineer,83900,USD,83900,US,0,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Research Scientist,300000,USD,300000,US,0,US,M
2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,ML Engineer,300000,USD,300000,US,0,US,M
2023,SE,FT,ML Engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,212800,USD,212800,US,0,US,L
2023,SE,FT,Data Scientist,111600,USD,111600,US,0,US,L
2023,SE,FT,Data Engineer,213600,USD,213600,US,0,US,M
2023,SE,FT,Data Engineer,103200,USD,103200,US,0,US,M
2023,SE,FT,Research Engineer,308000,USD,308000,US,0,US,M
2023,SE,FT,Research Engineer,190400,USD,190400,US,0,US,M
2023,SE,FT,Data Scientist,204000,USD,204000,US,100,US,M
2023,SE,FT,Data Scientist,127500,USD,127500,US,100,US,M
2023,MI,FT,Data Scientist,250000,USD,250000,US,0,US,M
2023,MI,FT,Data Scientist,125000,USD,125000,US,0,US,M
2023,SE,FT,Research Engineer,385000,USD,385000,US,0,US,M
2023,SE,FT,Research Engineer,310000,USD,310000,US,0,US,M
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M
2023,SE,FT,Data Analyst,88000,USD,88000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,158000,USD,158000,US,100,US,M
2023,SE,FT,Machine Learning Engineer,108000,USD,108000,US,100,US,M
2023,SE,FT,Data Engineer,385000,USD,385000,US,0,US,M
2023,SE,FT,Data Engineer,310000,USD,310000,US,0,US,M
2023,SE,FT,Data Engineer,247300,USD,247300,US,0,US,M
2023,SE,FT,Data Engineer,139700,USD,139700,US,0,US,M
2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,AI Engineer,170200,USD,170200,US,0,US,M
2023,SE,FT,AI Engineer,83900,USD,83900,US,0,US,M
2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L
2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Data Engineer,169000,USD,169000,US,0,US,M
2023,MI,FT,Data Engineer,91000,USD,91000,US,0,US,M
2023,EN,FT,Data Scientist,135000,USD,135000,US,0,US,M
2023,EN,FT,Data Scientist,110000,USD,110000,US,0,US,M
2023,SE,FT,Research Scientist,150000,USD,150000,US,100,US,M
2023,SE,FT,Research Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Engineer,128000,USD,128000,US,0,US,M
2023,SE,FT,Data Engineer,81500,USD,81500,US,0,US,M
2023,SE,FT,Data Architect,306000,USD,306000,US,100,US,M
2023,SE,FT,Data Architect,204000,USD,204000,US,100,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2023,EX,FT,Head of Data,270000,USD,270000,US,100,US,M
2023,EX,FT,Head of Data,200000,USD,200000,US,100,US,M
2023,MI,FT,Data Scientist,204500,USD,204500,US,0,US,M
2023,MI,FT,Data Scientist,142200,USD,142200,US,0,US,M
2023,SE,FT,Data Engineer,188600,USD,188600,US,0,US,M
2023,SE,FT,Data Engineer,111550,USD,111550,US,0,US,M
2023,SE,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Engineer,247300,USD,247300,US,0,US,M
2023,SE,FT,Data Engineer,139700,USD,139700,US,0,US,M
